y;x
-34.83501;148.60843
-36.94386;149.17205
64.16667;-148.05
55.31667;-131
63.83333;-145.66667
-36.418;148.85974
-30.86822;144.31849
-29.53914;150.52354
-35.32761;148.37076
-15.607;136.779
50.85788;2.07868
50.23298;3.06999
44.71388;0.41121
42.66379;1.47714
48.11938;6.29345
45.27111;1.27832
49.69309;2.5152
45.87746;5.90144
47.14953;0.55821
50.58486;1.66073
46.90292;2.27748
45.06759;5.85943
47.87282;-3.89761
44.10908;7.56203
47.39619;-0.38169
49.96261;3.48736
44.35956;5.32153
46.75444;-0.73509
44.1846;5.06412
-29.21545;151.56182
-31.71461;151.91824
42.77;-3.06
42.95;-9.18
42.73;-5.99
43.2;-7.22
42.49;-4.4
47.41124;-2.37493
48.0194;-4.45551
47.41358;5.7192
44.20185;2.31182
48.79491;2.79581
48.06143;1.18759
43.66388;2.81408
45.24755;0.13134
46.36476;3.19511
45.15075;6.11836
46.2682;4.23356
43.82472;5.05112
43.09768;0.6063
44.1846;0.93588
61.34635;11.67549
-25.62233;134.76344
-13.09859;132.13117
-19.41859;129.25127
-17.2655;128.5182
49.26782;-84.74822
47.7;8.6333
-34.44751;143.36879
-29.2456;152.47108
-30.72052;152.90498
-31.58449;151.28339
-34.23429;145.93401
-30.09868;152.1677
65.25;-142.16667
-34.89444;116.30833
-22.50067;136.6495
-22.4728;135.0825
-30.27222;150.57788
64.9673;-143.9144
45.68333;-80.16667
51.16667;-115.56667
48.9667;26.75
43.11;-6.85
42.75;-5.02
42.29;-5.49
43.19;-6.48
-13.05191;131.05582
-18.74858;130.75125
-24.73615;137.80247
-24.19854;136.61791
-20.93192;130.60127
-16.21527;129.10125
44;18
64.19471;12.60549
58.17155;7.742
55.78333;-130.96667
63.77972;-171.74111
67;-160
66.78333;-155.18333
65.356;-143.2372
62.6;-111.86667
63.98333;-119.33333
58.82956;24.65392
-30.97277;150.25795
-33.84915;148.3223
-30.24248;150.94789
-24.7961;132.26079
49.50724;1.68882
44.5632;3.44073
44.23189;-0.69439
44.77143;-0.72986
49.14055;1.14985
46.16708;0.99092
45.09628;4.33486
43.78239;6.66535
47.06946;1.08912
48.95626;5.11677
45.22532;6.63267
44.0811;5.68493
-35.43914;145.15035
-34.43526;150.39805
-30.1609;151.87373
45.66667;-74.93333
-29.76688;143.11124
42.14;-2.58
43.39;-7.83
42.65;-5.62
43.29;-6.72
42.12;-5.12
53.6405;10.2055
42.9873;-85.1112
-16.06755;136.30518
-13.58192;130.45122
-25.84341;129.40265
-24.17855;135.37126
-20.41858;131.58126
-19.57859;129.42127
69.15569;23.76682
64.35;-148.08333
65.16667;-143.25
60.87083;-150.86528
